EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Density(in),nWeakComp(in),pWeakComp(in),2StepReach(in),ReachEffic(in),Broker(in),nBroker(in),EgoBetween(in),nEgoBetween(in),Size(out),Ties(out),Pairs(out),Density(out),nWeakComp(out),pWeakComp(out),2StepReach(out),ReachEffic(out),Broker(out),nBroker(out),EgoBetween(out),nEgoBetween(out),Size(un),Ties(un),Pairs(un),Density(un),nWeakComp(un),pWeakComp(un),2StepReach(un),ReachEffic(un),Broker(un),nBroker(un),EgoBetween(un),nEgoBetween(un),Outdeg,Indeg,nOutdeg,nIndeg,Degree,NrmDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,inCloseness,outCloseness,Betweenness,nBetweenness,InfoCent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
2,1,0.5,0,1,0,0,0,1,100,0.147203147,100,0,0,0,0,1,0,0,0,1,100,1.177625179,100,0,0,0,0,2,0,2,0,2,100,1.324828267,100,1,0.5,1,50,1,1,0.000490677,0.000490677,2,0.098087296,8.18E-06,0.00115636,1,4153444,2849596,0.049067713,0.071518913,643,0.015488728,0.173639432,90.19793701,2,0.044236358,0.000980873,2,1,0.5,0,0,7,112,2,0,1,0,9,2,10,0,2,2,5,34,1,5,9,23,0,3,2,5,21,9,5,22,54,16,0.63,25,38,2,28,0,5,2,46,1,0,1,1,4,3.2,2,8,3,1,2,1.8,1,4,1.25,0,1,1,1,6,5,1,1,0,1,1,0,0,0,0,0
2.333333254,0.777777791,0.611111104,0.052204546,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.66666603,2,66.66666412,0.196270853,66.66666412,2.5,0.416666657,0,0,3,1,6,16.66666603,2,66.66666412,0.196270853,66.66666412,2.5,0.416666657,0,0,3,0,0.001472031,0,3,0.147130951,1.62E-07,2.28E-05,3,4155482,2844125,0.049043648,0.071656488,0,0,0.149975911,80.80635834,1,0.039630387,0.000490437,2.333333254,0.777777791,0.611111164,0.052204575,1,31,263,10,0,2,9,16,5,56,1,16,5,3,100,1,3,15,34,0,2,11,2,81,15,6,37,119,62,0.84,54,99,10,83,10,2,5,63,1,0,3,1,11,6.333333333,1,20,8,1,194,66.33333333,1,3,2.2,0,1,1,1,6,5,1,1,0,1,1,0,0,0,0,0
1,0.5,1.125,0,1,0,0,0,1,100,0.147203147,100,0,0,0,0,1,0,0,0,1,100,0.098135427,100,0,0,0,0,2,1,2,50,1,50,0.147203147,60,0.5,0.25,0,0,1,1,0.000490677,0.000490677,2,0.098087296,3.23E-09,4.57E-07,1,4153444,4153444,0.049067713,0.049067713,0,0,0.137184635,2,2,0.000980873,0.000980873,1,0.5,1.006944418,0.009938195,0,18,488,9,2,1,2,62,4,24,5,4,4,16,100,2,16,59,79,0,13,9,14,242,62,18,80,335,169,0.3,69,249,8,186,1,11,4,75,2,0,1,1,10,6,3,15,6.625,2,42,10.5,1,4,1.684210526,0,1,1,1,6,5,1,1,0,1,1,0,0,0,0,0
4.333333492,0.722222209,0.472654313,0.152513579,6,5,30,16.66666603,1,16.66666603,1.079489708,51.16279221,12.5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,30,16.66666603,1,16.66666603,1.079489708,51.16279221,12.5,0.416666657,0,0,0,6,0,0.002944063,6,0.294261903,0.001146844,0.162188217,0,4141217,4155482,0.049212586,0.049043648,0,0,0.202277288,1,7.5,0.000490437,0.003678274,4.5,0.75,0.274620384,0.073169932,0,1,106,1,0,1,0,1,1,47,0,46,1,1,84,1,1,1,10,0,0,1,1,0,1,1,5,12,0,7,10,5,1,4,0,1,1,0,0,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,6,5,0.547169811,1,0,3,1,0,0,0,0,0
7.444444656,0.827160478,0.267318249,0.05931903,9,7,72,9.722222328,3,33.33333206,7.065750599,73.46939087,32.5,0.451388896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,72,9.722222328,3,33.33333206,7.065750599,73.46939087,32.5,0.451388896,0,0,0,9,0,0.004416094,9,0.441392839,0.003934713,0.556452394,0,2027490,4155482,0.100518376,0.049043648,0,0,0.206282914,1,219.2636108,0.000490437,0.107534878,7.611111164,0.845678985,0.137654603,0.005633764,0,1,70,1,0,1,12,1,1,9,0,8,1,1,42,1,1,1,15,0,0,1,1,12,1,1,15,17,0,2.47,11,15,1,14,0,1,1,100,0,2,0,0,2,2,2,1,1,1,1,1,1,4,1,0,1,1,1,6,5,0.842857143,1,0,3,1,0,0,0,1,1
3.5,0.875,0.40625,0.054754179,4,1,12,8.333333015,3,75,3.238469124,72.52747345,5.5,0.458333343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,8.333333015,3,75,3.238469124,72.52747345,5.5,0.458333343,0,0,0,4,0,0.001962709,4,0.196174592,0.002233833,0.315911651,0,2033588,4155482,0.100216955,0.049043648,0,0,0.200433388,1,215.3501587,0.000490437,0.105615579,3.5,0.875,0.27215451,0.00349306,0,1,49,1,0,1,0,2,1,6,0,5,1,2,32,1,2,2,4,0,0,1,2,0,2,2,4,6,0,5.33,11,4,1,3,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,6,5,0.571428571,1,0,3,1,0,0,0,0,0
4.142857075,0.690476179,0.442460328,0.046796441,5,3,20,15,2,40,2.894994974,55.14018631,8.5,0.425000012,2.5,12.5,2,1,2,50,1,50,6.67320919,85.53459167,0.5,0.25,0,0,6,6,30,20,2,33.33333206,7.654563427,64.73029327,12,0.400000006,4.5,15,2,5,0.000981354,0.002453386,6,0.294261903,0.003651543,0.516406178,2,2016679,4151406,0.101057231,0.049091801,9.515384674,0.000229209,0.204212278,3,232.3948822,0.001471309,0.113974929,4.142857075,0.690476179,0.210971743,0.093056291,0,1,111,1,0,1,17,5,1,7,0,6,1,5,66,1,5,5,24,0,0,1,5,17,5,5,24,26,0,2.54,19,24,1,23,0,5,1,100,0,2,2,0,13,7.6,1,1,1,1,1,1,1,0,0,0,2,2,2,9,5,0.945945946,0.5,0,2,2,0,0,0,0,0
19.30769157,0.772307694,0.156993106,0.140557498,24,61,552,11.05072498,2,8.333333015,13.29734993,34.17402267,245.5,0.444746375,20,3.623188496,2,1,2,50,1,50,6.67320919,97.14286041,0.5,0.25,0,0,25,83,600,13.83333302,2,8,14.76938152,32.4703331,258.5,0.43083334,21.5,3.583333254,2,24,0.000981354,0.011776251,25,1.226091266,0.017681902,2.500598669,2,2016354,4151406,0.101073518,0.049091801,114.3163376,0.002753678,0.209896386,3,280.0000305,0.001471309,0.137322232,20.51922989,0.82076925,0.06382639,0.041996542,0,1,88,1,0,1,0,4,1,10,0,9,1,4,63,1,4,4,7,0,0,1,4,0,4,4,7,9,0,7,16,7,1,6,0,4,1,0,0,1,2,0,5,2,0,1,1,1,1,1,1,0,0,0,1,1,1,6,5,0.931818182,1,0,2,1,0,0,0,0,0
6.25,0.78125,0.30343315,0.063214682,0,0,0,0,0,0,0,0,0,0,0,0,8,7,56,12.5,3,37.5,8.635917664,73.33333588,24.5,0.4375,0,0,8,7,56,12.5,3,37.5,8.635917664,73.33333588,24.5,0.4375,0,0,8,0,0.003925417,0,8,0.392349184,0.00292632,0.413844198,8,4155482,2982797,0.049043648,0.068325132,0,0,0.205819562,106.4328995,1,0.052198578,0.000490437,6.5,0.8125,0.150106028,0.006648887,1,17,313,10,0,4,2,43,5,20,0,2,3,8,105,1,8,26,49,0,10,12,7,109,39,33,36,177,69,0.59,47,105,7,78,2,8,5,73,2,0,8,1,13,4.625,0,13,5.125,0,10,5.125,1,3,1.6,0,3,3,3,65,22,0.782747604,0.333333333,0,2,3,3,0,0,0,0
3.400000095,0.680000007,0.536388874,0.085350327,5,4,20,20,1,20,6.967615128,68.59903717,8,0.400000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,20,20,1,20,6.967615128,68.59903717,8,0.400000006,0,0,0,5,0,0.002453386,5,0.245218247,0.004648288,0.65736717,0,2032162,4155482,0.100287281,0.049043648,0,0,0.202583805,1,204.2896423,0.000490437,0.100191094,3.900000095,0.779999971,0.235196158,0.011482732,0,1,127,1,5,1,0,12,1,6,0,5,1,12,93,1,12,12,14,0,0,1,7,0,12,12,14,16,0,5.81,18,14,1,13,0,12,1,0,0,2,0,0,10,2.333333333,1,1,0.75,0,1,1,1,0,0,0,1,1,1,6,5,0.897637795,1,0,2,1,1,0,0,0,0
