EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Density(in),nWeakComp(in),pWeakComp(in),2StepReach(in),ReachEffic(in),Broker(in),nBroker(in),EgoBetween(in),nEgoBetween(in),Size(out),Ties(out),Pairs(out),Density(out),nWeakComp(out),pWeakComp(out),2StepReach(out),ReachEffic(out),Broker(out),nBroker(out),EgoBetween(out),nEgoBetween(out),Size(un),Ties(un),Pairs(un),Density(un),nWeakComp(un),pWeakComp(un),2StepReach(un),ReachEffic(un),Broker(un),nBroker(un),EgoBetween(un),nEgoBetween(un),Outdeg,Indeg,nOutdeg,nIndeg,Degree,NrmDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,inCloseness,outCloseness,Betweenness,nBetweenness,InfoCent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
2,1,0.5,0,1,0,0,0,1,100,0.132508829,100,0,0,0,0,1,0,0,0,1,100,1.060070634,100,0,0,0,0,2,0,2,0,2,100,1.192579508,100,1,0.5,1,50,1,1,0.000441696,0.000441696,2,0.088300221,1.90E-05,0.002691061,1,5125696,3656343,0.044169612,0.061919793,652,0.012725845,0.17805253,93.8555069,2,0.041437309,0.000883002,2,1,0.5,0,0,7,112,2,0,1,0,9,2,10,0,2,2,5,34,1,5,9,23,0,3,2,5,21,9,5,22,54,16,0.63,25,38,2,28,0,5,2,46,1,0,1,1,4,3.2,2,8,3,1,2,1.8,1,4,1.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2.333333254,0.777777791,0.611111104,0.052204546,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.66666603,2,66.66666412,0.176678449,66.66666412,2.5,0.416666657,0,0,3,1,6,16.66666603,2,66.66666412,0.176678449,66.66666412,2.5,0.416666657,0,0,3,0,0.001325088,0,3,0.132450327,3.70E-07,5.23E-05,3,5127960,3650203,0.04415011,0.062023949,0,0,0.153241739,83.63337708,1,0.036924228,0.000441501,2.333333254,0.777777791,0.611111164,0.052204575,1,31,263,10,0,2,9,16,5,56,1,16,5,3,100,1,3,15,34,0,2,11,2,81,15,6,37,119,62,0.84,54,99,10,83,10,2,5,63,1,0,3,1,11,6.333333333,1,20,8,1,194,66.33333333,1,3,2.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.5,1.125,0,1,0,0,0,1,100,0.132508829,100,0,0,0,0,1,0,0,0,1,100,0.088339224,100,0,0,0,0,2,1,2,50,1,50,0.132508829,60,0.5,0.25,0,0,1,1,0.000441696,0.000441696,2,0.088300221,7.32E-09,1.04E-06,1,5125696,5125696,0.044169612,0.044169612,0,0,0.139907986,2,2,0.000883002,0.000883002,1,0.5,1.006944418,0.009938195,0,18,488,9,2,1,2,62,4,24,5,4,4,16,100,2,16,59,79,0,13,9,14,242,62,18,80,335,169,0.3,69,249,8,186,1,11,4,75,2,0,1,1,10,6,3,15,6.625,2,42,10.5,1,4,1.684210526,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.220848054,83.33333588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.220848054,83.33333588,0,0,0,0,0,1,0,0.000441696,1,0.04415011,7.85E-09,1.11E-06,0,5125696,5127960,0.044169612,0.04415011,0,0,0.163920164,1,2,0.000441501,0.000883002,1,1,1,1,1,8,176,8,0,2,1,15,3,18,0,8,2,6,96,1,6,13,18,0,1,8,5,30,15,13,16,61,23,1.57,19,39,6,25,0,6,3,83,1,0,0,3,4,1.833333333,0,3,2.666666667,1,24,5.166666667,1,2,1,0,3,3,2,183,7,0.977272727,0.666666667,0,1,2,1,0,0,0,0
4.333333492,0.722222209,0.472654313,0.152513579,6,5,30,16.66666603,1,16.66666603,0.971731424,51.16279221,12.5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,30,16.66666603,1,16.66666603,0.971731424,51.16279221,12.5,0.416666657,0,0,0,6,0,0.002650177,6,0.264900655,0.001112464,0.157326102,0,5112113,5127960,0.04428697,0.04415011,0,0,0.208009854,1,7.5,0.000441501,0.003311258,4.5,0.75,0.274620354,0.073169999,0,1,106,1,0,1,0,1,1,47,0,46,1,1,84,1,1,1,10,0,0,1,1,0,1,1,5,12,0,7,10,5,1,4,0,1,1,0,0,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.547169811,0,0,3,0,0,0,0,0,0
7.444444656,0.827160478,0.267318249,0.05931903,9,7,72,9.722222328,3,33.33333206,6.316254616,71.14427948,32.5,0.451388896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,72,9.722222328,3,33.33333206,6.316254616,71.14427948,32.5,0.451388896,0,0,0,9,0,0.003975265,9,0.397350997,0.004225996,0.597646117,0,1890985,5127960,0.119725965,0.04415011,0,0,0.212262779,1,286.353363,0.000441501,0.126425326,7.611111164,0.845678985,0.136693433,0.005669465,0,1,70,1,0,1,12,1,1,9,0,8,1,1,42,1,1,1,15,0,0,1,1,12,1,1,15,17,0,2.47,11,15,1,14,0,1,1,100,0,2,0,0,1,1,1,1,1,1,1,1,1,4,1,0,2,2,2,8,2,0.814285714,0.5,0,3,2,0,0,0,1,1
3.5,0.875,0.40625,0.054754179,4,1,12,8.333333015,3,75,2.959363937,71.27659607,5.5,0.458333343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,8.333333015,3,75,2.959363937,71.27659607,5.5,0.458333343,0,0,0,4,0,0.001766784,4,0.176600441,0.00221083,0.312658638,0,1897765,5127960,0.119298227,0.04415011,0,0,0.206073403,1,282.9082336,0.000441501,0.124904297,3.5,0.875,0.271701574,0.003501639,0,1,49,1,0,1,0,2,1,6,0,5,1,2,32,1,2,2,4,0,0,1,2,0,2,2,4,6,0,5.33,11,4,1,3,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0.571428571,1,0,3,1,0,0,0,0,0
4.142857075,0.690476179,0.442460328,0.046796441,5,3,20,15,2,40,2.252650261,51.51515198,8.5,0.425000012,2.5,12.5,2,1,2,50,1,50,5.918727875,84.81012726,0.5,0.25,0,0,6,6,30,20,2,33.33333206,6.448763371,63.47826004,12,0.400000006,4.5,15,2,5,0.000883392,0.002208481,6,0.264900655,0.003603481,0.509609103,2,1899321,3781873,0.11920049,0.059864517,1194.083374,0.023306318,0.209994614,106.580452,306.1911316,0.047055386,0.135183722,4.142857075,0.690476179,0.215482146,0.094896711,0,1,111,1,0,1,17,5,1,7,0,6,1,5,66,1,5,5,24,0,0,1,5,17,5,5,24,26,0,2.54,19,24,1,23,0,5,1,100,0,2,2,0,12,7.4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.945945946,0,0,2,0,0,0,0,0,0
20.2321434,0.749338627,0.148046464,0.112197392,24,64,552,11.594203,2,8.333333015,12.05830383,33.74536514,244,0.442028999,20,3.623188496,4,3,12,25,1,25,39.04593658,75.42662048,4.5,0.375,2,16.66666603,27,138,702,19.6581192,2,7.407407284,40.45936584,46.37974548,282,0.401709408,104.7777786,14.92560959,4,24,0.001766784,0.010600707,27,1.19205296,0.028709125,4.060083389,4,1898977,3781279,0.11922209,0.05987392,4950.791504,0.09663038,0.216230467,133.6302948,355.3365479,0.058997922,0.156881481,20.6785717,0.765873015,0.065755986,0.045315064,0,1,69,1,0,1,0,2,1,10,0,9,1,2,45,1,2,2,8,0,0,1,2,0,2,2,7,10,0,4.5,14,7,1,6,0,2,1,0,0,1,4,0,6,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.913043478,0,0,2,0,0,0,0,0,0
6.25,0.78125,0.30343315,0.063214682,0,0,0,0,0,0,0,0,0,0,0,0,8,7,56,12.5,3,37.5,8.171378136,76.13169098,24.5,0.4375,0,0,8,7,56,12.5,3,37.5,8.171378136,76.13169098,24.5,0.4375,0,0,8,0,0.003533569,0,8,0.353200883,0.002918862,0.412789375,8,5127960,3776851,0.04415011,0.059944119,0,0,0.21170266,128.802948,1,0.056866642,0.000441501,6.5,0.8125,0.153687611,0.008326438,1,17,313,10,0,4,2,43,5,20,0,2,3,8,105,1,8,26,49,0,10,12,7,109,39,33,36,177,69,0.59,47,105,7,78,2,8,5,73,2,0,8,1,13,4.625,0,13,5.125,0,10,5.125,1,3,1.6,0,2,2,2,26,5,0.776357827,0.5,0,2,2,3,0,0,0,0
