EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Density(in),nWeakComp(in),pWeakComp(in),2StepReach(in),ReachEffic(in),Broker(in),nBroker(in),EgoBetween(in),nEgoBetween(in),Size(out),Ties(out),Pairs(out),Density(out),nWeakComp(out),pWeakComp(out),2StepReach(out),ReachEffic(out),Broker(out),nBroker(out),EgoBetween(out),nEgoBetween(out),Size(un),Ties(un),Pairs(un),Density(un),nWeakComp(un),pWeakComp(un),2StepReach(un),ReachEffic(un),Broker(un),nBroker(un),EgoBetween(un),nEgoBetween(un),Outdeg,Indeg,nOutdeg,nIndeg,Degree,NrmDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,inCloseness,outCloseness,Betweenness,nBetweenness,InfoCent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
3,1,0.460000008,0.459084392,2,0,2,0,2,100,0.881355941,100,1,0.5,0,0,1,0,0,0,1,100,0.677966118,100,0,0,0,0,3,0,6,0,3,100,1.491525412,95.6521759,3,0.5,2,33.33333206,1,2,0.000677966,0.001355932,3,0.203252032,0.00073746,0.104292601,1,513170,2175625,0.287429124,0.06779661,3.5,0.000160982,0.214235798,2,158.9821014,0.001355014,0.107711449,3,1,0.460000038,0.459084332,0,3,29,1,0,1,0,1,1,3,0,0,1,1,21,1,1,1,3,0,0,1,1,1,1,1,3,6,1,3.5,2,4,1,2,0,1,1,0,3,0,0,1,3,3,3,2,2,2,1,1,1,3,0.75,0,0,0,0,0,0,0.862068966,0,0,2,0,2,0,0,0,0
17.87953568,0.941028237,0.184090763,0.250243515,19,26,342,7.602339268,1,5.263157845,8.067796707,47.22222137,158,0.4619883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,342,7.602339268,1,5.263157845,8.067796707,47.22222137,158,0.4619883,0,0,0,19,0,0.012881356,19,1.287262917,0.012976689,1.835180998,0,508676,2177100,0.289968461,0.067750677,0,0,0.230615526,1,356.6009521,0.000677507,0.24159956,18.28855324,0.962555408,0.099859685,0.242877901,0,1,35,1,1,1,0,1,1,8,0,7,1,1,27,1,1,1,3,0,0,1,0,0,1,1,3,4,0,6.75,4,3,1,2,0,1,1,0,0,16,0,0,20,20,20,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.914285714,0,0,2,0,0,0,0,0,0
20.67539406,0.898930132,0.172749624,0.151154056,20,23,380,6.052631378,3,15,8,48.96265411,178.5,0.469736844,0,0,3,1,6,16.66666603,2,66.66666412,33.55932236,78.94736481,2.5,0.416666657,0,0,23,66,506,13.04347801,1,4.347826004,35.32203293,60.02304077,220,0.434782594,12.61666679,2.493412495,3,20,0.002033898,0.013559322,23,1.558265567,0.026718849,3.778615952,3,511318,1750846,0.288470179,0.084244989,42.03134918,0.001933231,0.231170863,53.74108124,288.0950928,0.036409948,0.195186377,21.34303665,0.927958071,0.101470031,0.123521112,0,1,46,1,1,1,0,1,1,13,0,12,1,1,37,1,1,1,3,0,0,1,0,0,1,1,3,4,0,9.25,5,3,1,2,0,1,1,0,1,13,2,1,16,16,16,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.826086957,0,0,2,0,1,0,0,0,0
9.709914207,0.882719457,0.314855158,0.259759009,4,3,12,25,2,50,1.966101646,69.04762268,4.5,0.375,6,50,9,11,72,15.27777767,2,22.22222137,30.50847435,77.58620453,30.5,0.423611104,15.5,21.52777863,11,16,110,14.54545498,2,18.18181801,30.77966118,75.54076385,47,0.427272737,29,26.36363602,9,4,0.006101695,0.002711864,11,0.745257437,0.016255779,2.298914433,9,2155004,1710630,0.068445347,0.086225539,103.5036774,0.00476065,0.228331208,84.16384125,8.283333778,0.057021573,0.005612015,10.1507082,0.92279166,0.202866763,0.31370908,0,4,110,2,0,1,0,14,1,4,0,0,1,13,29,3,13,14,28,0,4,2,13,25,14,13,30,67,20,0.43,14,50,2,35,0,13,1,77,1,0,9,2,4,2.153846154,1,7,2.076923077,1,2,1.076923077,1,2,0.277777778,0,0,0,0,0,0,0.963636364,0,0,1,0,2,0,0,0,0
0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177100,2177100,0.067750677,0.067750677,0,0,0.009596678,1,1,0.000677507,0.000677507,0,0,0,,0,0,24,1,0,0,0,2,0,0,0,0,0,0,19,1,2,2,3,0,2,1,2,0,2,2,2,4,0,4.75,1,2,1,1,0,2,0,100,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,1,0,2,0,0,0,0
4.848499298,0.808083236,0.48824212,0.27832675,1,0,0,0,1,100,0.271186441,100,0,0,0,0,5,3,20,15,2,40,29.83050919,47.82608795,8.5,0.425000012,0,0,6,5,30,16.66666603,2,33.33333206,29.83050919,47.61904907,12.5,0.416666657,2.5,8.333333015,5,1,0.00338983,0.000677966,6,0.406504065,0.028738162,4.064189911,5,2174151,1697238,0.067842573,0.086905904,298.5534668,0.013731962,0.224453166,94.15236664,2.5,0.063788868,0.001693767,5.147898674,0.857983172,0.338885069,0.514964223,0,7,94,1,0,1,0,6,1,10,0,1,1,6,24,2,6,6,27,4,2,1,2,25,6,6,24,51,13,0.47,19,37,1,30,1,6,1,80,5,1,6,2,3,1.166666667,0,12,5.166666667,1,1,1,1,0,0,0,0,0,0,0,0,0.840425532,0,0,3,0,1,0,0,0,0
3.507179499,0.701435924,0.710546434,0.226832449,3,3,6,50,1,33.33333206,1.627118587,60,1.5,0.25,0,0,2,1,2,50,1,50,0.542372882,80,0.5,0.25,0,0,5,5,20,25,1,20,1.694915295,50,7.5,0.375,4,20,2,3,0.001355932,0.002033898,5,0.338753402,0.001509078,0.213415906,2,2153516,2171203,0.068492644,0.067934692,8.883333206,0.000408589,0.220005363,3.833333254,10.08333302,0.002597109,0.006831526,3.949411392,0.789882243,0.39576456,0.256151825,0,3,65,1,0,1,0,6,1,3,0,0,1,6,20,1,6,6,24,0,2,1,6,6,6,6,17,37,6,0.54,8,23,1,16,0,6,1,66,2,0,1,1,3,1.5,0,3,1.5,1,1,1,1,2,0.222222222,0,3,3,3,8,4,0.953846154,0.333333333,0,1,3,2,0,0,1,1
10.22667503,0.852222919,0.296057284,0.235591412,9,17,72,23.61111069,2,22.22222137,2.169491529,40.50632858,27.5,0.381944448,17.83333397,24.76851845,6,5,30,16.66666603,3,50,8.745762825,85.4304657,12.5,0.416666657,9,30,12,19,132,14.39393902,3,25,9.762711525,71.28713226,56.5,0.428030312,40.33333206,30.55555534,6,9,0.004067797,0.006101695,12,0.81300813,0.005751279,0.813353717,6,2154983,1710766,0.068446018,0.086218685,491.3731384,0.022600701,0.227570504,74.51271057,12.66666698,0.050482865,0.008581753,10.60169601,0.883474648,0.231378242,0.256055087,0,4,205,5,0,1,1,32,1,5,0,0,1,22,41,1,22,32,61,4,6,5,18,50,32,22,50,136,43,0.3,28,93,5,60,0,22,1,90,3,0,5,1,4,2.181818182,0,7,2.272727273,0,12,1.772727273,1,2,0.458333333,0,2,2,2,6,2,0.87804878,0.5,0,2,2,2,0,0,1,1
2.333333254,0.777777791,0.747534513,0.080242276,3,1,6,16.66666603,2,66.66666412,0.677966118,71.42857361,2.5,0.416666657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.66666603,2,66.66666412,0.677966118,71.42857361,2.5,0.416666657,0,0,0,3,0,0.002033898,3,0.203252032,0.00016949,0.023969455,0,2149104,2177100,0.068633251,0.067750677,0,0,0.208889067,1,10.11666679,0.000677507,0.00685411,2.765182257,0.921727419,0.399998188,0.00818276,0,3,43,1,0,1,0,3,1,3,0,0,1,3,21,1,3,3,10,0,1,1,3,3,3,3,8,17,3,1.24,5,11,1,7,0,3,1,0,1,3,0,1,4,2,1,3,1.666666667,1,1,1,1,0,0,0,0,0,0,0,0,0.953488372,0,0,1,0,2,0,0,0,0
5.144681931,0.734954536,0.521870494,0.414162129,5,5,20,25,1,20,1.762711883,54.16666794,7.5,0.375,0,0,2,0,2,0,2,100,8.067796707,100,1,0.5,0,0,7,7,42,16.66666603,1,14.28571415,9.288135529,82.03592682,17.5,0.416666657,7.5,17.8571434,2,5,0.001355932,0.00338983,7,0.474254757,0.003854185,0.545064032,2,2152043,2172676,0.068539523,0.067888632,10.55000019,0.000485247,0.223935574,3.5,11.28333282,0.002371274,0.007644535,5.797139645,0.828162789,0.332420677,0.446896404,0,6,82,2,0,1,1,7,1,6,2,0,1,5,22,1,5,7,26,0,1,2,5,19,7,5,21,49,14,0.45,11,35,2,27,0,3,1,70,2,0,1,1,6,3.2,1,7,3.6,1,2,1.4,1,1,0.571428571,0,3,3,3,8,4,0.829268293,0.333333333,0,2,3,1,0,0,1,1
