EffSize,Efficiency,Constraint,Hierarchy,Size(in),Ties(in),Pairs(in),Density(in),nWeakComp(in),pWeakComp(in),2StepReach(in),ReachEffic(in),Broker(in),nBroker(in),EgoBetween(in),nEgoBetween(in),Size(out),Ties(out),Pairs(out),Density(out),nWeakComp(out),pWeakComp(out),2StepReach(out),ReachEffic(out),Broker(out),nBroker(out),EgoBetween(out),nEgoBetween(out),Size(un),Ties(un),Pairs(un),Density(un),nWeakComp(un),pWeakComp(un),2StepReach(un),ReachEffic(un),Broker(un),nBroker(un),EgoBetween(un),nEgoBetween(un),Outdeg,Indeg,nOutdeg,nIndeg,Degree,NrmDegree,Eigenvec,nEigenvec,Power,inFarness,outFarness,inCloseness,outCloseness,Betweenness,nBetweenness,InfoCent,OutdwReach,IndwReach,nOutdwReach,nIndwReach,EffSize(g),Efficiency(g),Constraint(g),Hierarchy(g),CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount
4.599999905,0.920000017,0.300000012,0.050385926,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,5,4,80,10.03627586,91.20879364,9.5,0.474999994,0,0,5,1,20,5,4,80,10.03627586,91.20879364,9.5,0.474999994,0,0,5,0,0.006045949,0,5,0.603864729,0.000854069,0.120783664,5,684756,422940,0.12077295,0.195536003,0,0,0.127309188,78.4817276,1,0.094784692,0.001207729,4.699999809,0.939999998,0.232156843,0.019699182,0,10,291,1,0,1,0,24,1,12,0,0,1,24,27,21,24,24,76,0,0,1,24,160,24,24,72,221,104,0.12,51,176,1,151,1,24,1,0,2,0,9,2,1,0.333333333,0,12,4.416666667,1,1,1,1,0,0,0,0,0,0,0,0,0.896907216,0,0,2,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,100,0.604594946,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.604594946,100,0,0,0,0,0,1,0,0.00120919,1,0.12077295,5.29E-05,0.007477607,0,683103,684756,0.121065199,0.12077295,0,0,0.112900756,1,2.5,0.001207729,0.003019324,1,1,1,1,0,3,42,1,0,1,0,3,1,3,0,0,1,3,19,1,3,3,7,0,2,1,3,5,3,3,7,14,3,1.36,9,10,1,6,0,3,1,66,1,1,0,1,3,1.333333333,0,1,1,1,1,1,1,1,0.166666667,0,0,0,0,0,0,0.595238095,0,0,2,0,0,0,0,0,0
2,1,0.5,0,1,0,0,0,1,100,0.483675927,100,0,0,0,0,1,0,0,0,1,100,9.189843178,98.70130157,0,0,0,0,2,0,2,0,2,100,9.552599907,97.5308609,1,0.5,1,50,1,1,0.00120919,0.00120919,2,0.241545901,0.000751959,0.106343061,1,683103,428743,0.121065199,0.192889452,96.82563782,0.014174405,0.122656986,71.86508942,2.5,0.086793587,0.003019324,2,1,0.5,0,0,3,50,1,0,1,0,5,1,3,0,0,1,5,19,3,5,5,10,0,2,1,5,9,5,5,10,23,5,0.83,8,15,1,9,0,5,1,66,1,1,1,2,3,1.6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.56,0,0,2,0,0,0,0,0,0
3.5,0.875,0.40625,0.054754179,1,0,0,0,1,100,0.604594946,100,0,0,0,0,3,1,6,16.66666603,2,66.66666412,7.859734058,84.41558075,2.5,0.416666657,0,0,4,1,12,8.333333015,3,75,8.222491264,82.92682648,5.5,0.458333343,3,25,3,1,0.003627569,0.00120919,4,0.483091801,0.001277265,0.180632621,3,683929,428016,0.120918982,0.193217069,15.93055534,0.00233209,0.126785412,68.90202332,2,0.083215006,0.002415459,3.5,0.875,0.256816506,0.000258528,0,3,52,1,0,1,0,5,1,3,0,0,1,5,19,1,5,5,11,0,1,1,5,6,5,5,11,22,5,0.86,11,16,1,10,0,5,1,0,2,1,3,2,5,3.6,1,2,1.4,1,1,1,1,0,0,0,0,0,0,0,0,0.653846154,0,0,2,0,0,0,0,0,0
1.666666627,0.555555582,0.839506149,0.073737845,1,0,0,0,1,100,0.604594946,100,0,0,0,0,2,1,2,50,1,50,10.88270855,88.23529053,0.5,0.25,0,0,3,2,6,33.33333206,1,33.33333206,11.124547,85.98130798,2,0.333333343,0.5,8.333333015,2,1,0.00241838,0.00120919,3,0.362318844,0.000937761,0.132619426,2,683929,428725,0.120918982,0.192897543,0.333333343,4.88E-05,0.125827298,73.48175049,2,0.088746078,0.002415459,2,0.666666627,0.39887619,0.017764231,0,3,52,1,0,1,0,5,1,3,0,0,1,5,19,3,5,5,11,0,2,1,5,9,5,5,11,24,5,0.79,9,16,1,10,0,5,1,66,2,1,1,2,3,1.6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.596153846,0,0,2,0,0,0,0,0,0
4.199999809,0.839999974,0.382222235,0.091158189,1,0,0,0,1,100,0.604594946,100,0,0,0,0,4,2,12,16.66666603,2,50,7.859734058,82.27848053,5,0.416666657,0,0,5,2,20,10,3,60,8.343409538,82.14286041,9,0.449999988,4,20,4,1,0.00483676,0.00120919,5,0.603864729,0.001268745,0.179427579,4,683929,427213,0.120918982,0.193580255,16.93055534,0.002478481,0.126968518,68.36869812,2,0.082570888,0.002415459,4.199999809,0.839999974,0.238511637,0.020870203,0,4,61,2,0,1,0,7,1,4,0,0,1,5,19,1,5,7,12,0,1,2,5,12,7,5,12,31,9,0.61,11,21,2,13,0,5,1,0,2,1,3,3,5,3.6,1,3,1.8,1,2,1.4,1,1,0.571428571,0,0,0,0,0,0,0.590163934,0,0,2,0,0,0,0,0,0
2,1,0.5,0,1,0,0,0,1,100,0.604594946,100,0,0,0,0,1,0,0,0,1,100,3.022974491,100,0,0,0,0,2,0,2,0,2,100,3.385731459,93.33333588,1,0.5,1,50,1,1,0.00120919,0.00120919,2,0.241545901,0.000239038,0.033805031,1,683929,429173,0.120918982,0.192696184,0.333333343,4.88E-05,0.122584924,54.81273651,2,0.06619896,0.002415459,2,1,0.5,0,0,3,43,1,0,1,0,3,1,3,0,0,1,3,19,1,3,3,8,0,2,1,3,5,3,3,8,15,3,1.27,9,11,1,7,0,3,1,66,2,1,0,1,3,2.666666667,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.651162791,0,0,2,0,0,0,0,0,0
3.75,0.535714269,0.489143014,0.107607022,0,0,0,0,0,0,0,0,0,0,0,0,6,9,30,30,2,33.33333206,24.90931129,67.76316071,10.5,0.349999994,0,0,6,9,30,30,2,33.33333206,24.90931129,67.76316071,10.5,0.349999994,0,0,6,0,0.007255139,0,7,0.845410645,0.022207046,3.140550613,7,684756,424351,0.12077295,0.194885835,0,0,0.129158676,96.55827332,1,0.116616271,0.001207729,4.5,0.75,0.190153435,0.001286056,0,4,84,2,1,1,0,16,1,4,0,0,1,12,0,4,12,16,34,2,2,2,9,22,16,12,31,70,21,0,14,52,2,32,0,12,1,50,3,0,5,1,6,2.583333333,0,4,2.166666667,1,2,1.333333333,1,1,0.444444444,0,4,4,2,98,14,0.916666667,0.5,0,2,2,0,0,0,0,0
12.15625,0.810416639,0.285070539,0.355667293,1,0,0,0,1,100,1.813784719,100,0,0,0,0,15,22,210,10.47619057,1,6.666666508,17.65417099,41.35977173,94,0.447619051,1,0.476190478,15,22,210,10.47619057,1,6.666666508,17.65417099,41.35977173,94,0.447619051,1,0.476190478,15,1,0.018137848,0.00120919,15,1.811594248,0.051640939,7.30313158,15,683929,427544,0.120918982,0.193430379,1,0.000146391,0.130778521,103.7761841,2,0.125333562,0.002415459,12.9375,0.862500012,0.101809934,0.066393159,3,20,353,6,0,2,1,29,3,31,1,9,3,9,117,1,9,27,46,4,2,7,2,150,27,22,48,211,48,0.55,25,96,6,64,1,8,3,81,1,1,30,3,15,6.111111111,2,14,8.666666667,4,10,3.777777778,1,3,1.727272727,0,5,5,1,405,52,0.66572238,1,0,2,1,1,1,2,0,0
12.125,0.808333337,0.287230909,0.359425247,1,0,0,0,1,100,1.813784719,100,0,0,0,0,15,22,210,10.47619057,1,6.666666508,17.65417099,39.78201675,94,0.447619051,1,0.476190478,15,22,210,10.47619057,1,6.666666508,17.65417099,39.78201675,94,0.447619051,1,0.476190478,15,1,0.018137848,0.00120919,15,1.811594248,0.054504838,7.708148003,15,683929,427544,0.120918982,0.193430379,1,0.000146391,0.130786672,103.7761841,2,0.125333562,0.002415459,12.9375,0.862500012,0.100810207,0.066666573,3,19,364,5,0,2,1,30,3,28,1,8,3,10,122,1,10,26,50,5,2,6,2,156,26,18,51,216,47,0.56,26,98,5,67,0,9,3,83,2,0,30,1,13,5.2,2,22,8.5,2,12,3.5,1,3,1.5,0,6,6,1,430,66,0.653846154,1,0,2,1,1,1,2,0,0
